video_id	description	date	link	views	likes	duration	comments_number	ref_link	whois_info
05A23VkvW6I	Гарнитура Poly Blackwire 8225 с усовершенствованной системой активного шумоподавления: http://bit.ly/3pJxumk\n\nКамера для видеоконференцсвязи HD-качества Poly EagleEye Mini: http://bit.ly/3pCLGgE\n\nPoly дает вам свободу работать там, где вы хотите, с любой облачной коммуникационной платформой, которую вы выбираете, и обеспечивает качественную аудио- и видеосвязь.\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-02-24	https://www.youtube.com/watch?v=05A23VkvW6I	483519	21535	PT13M58S	3100	https://www.poly.com/ru/ru/products/headsets/blackwire/blackwire-8225?utm_medium=social&utm_source=youtube&utm_campaign=EMEA-SP-PS-FY21Q4-InfluencerprogramRussiaQ4FY21&cnid=7013t000001l4es	Plantronics, Inc.
KToMOJ5fReE	WD Black - топовая скорость, высокий ресурс. https://clck.ru/Tvi7W\n5 лет гарантии. Применение - бескомпромиссные решения для ПК/ноутбуков - топовые игровые конфигурации, обработка видео высокого разрешения. \n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-03-23	https://www.youtube.com/watch?v=KToMOJ5fReE	372644	16462	PT14M3S	1603	https://www.citilink.ru/catalog/ssd-nakopiteli/?f=discount.any%2C14314_580black?utm_source=yt_blogger_wylsacom&utm_medium=display&utm_campaign=vendor_wd_ssd_black	ChKOO Merlion Group Limited
VRiyeRjEZ8s	Промокод ANDROID45 на 45 дней подписки Плюс Мульти. Активировать здесь: https://clck.ru/SgvgQ\nСмотрите новогоднюю серию сериала «Проект Анна Николаевна» на КиноПоиск HD: https://clck.ru/SgvfK\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2021-01-04	https://www.youtube.com/watch?v=VRiyeRjEZ8s	489765	31031	PT26M59S	2111	https://hd.kinopoisk.ru/gift?promocode=ANDROID45&utm_medium=paid_smm&utm_source=youtube&utm_campaign=%5Bproject-anna-nikolaevna-ny%5D&utm_content=blogger&utm_term=Wylsacom_promocode&source=kinopoisk_paid_smm_youtube_%5Bproject-anna-nikolaevna-ny%5D_blogger_Wylsacom_promocode	"""Kinopoisk"", LLC"
SkQaAIMaB2Y	Спасибо за просмотр и если понравилось - лайк и подписку.\n\nМы разыграем ASUS ROG Phone 5 если на этом ролике до 08.04.2021 будет 100 000 лайков.\nВсе что нужно для того чтоб испытать свою удачу, это:\n1. Подписаться или быть подписанным на канал Wylsacom;\n2. Оставить один комментарий. Какой? Об этом я говорю в видео.\n3. Опционально - поставить лайк на это видео\n\nИтоги подводим как и всегда - на канале WylsaStream.\n\nБольше информации о ROG Phone 5 - https://bit.ly/3m8d5a9\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-04-01	https://www.youtube.com/watch?v=SkQaAIMaB2Y	746911	62241	PT10M17S	20919	https://rog.asus.com/ru/phones/rog-phone-5-model/?utm_source=youtube&utm_medium=kol&utm_term=21q2_review_ru&utm_content=wylsacom_rogphone5_olga	asus.com
8BZguUEbQbM	Премиальный OLED-трансформер Zenbook Flip S - http://bit.ly/3j8DcMT\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2021-02-01	https://www.youtube.com/watch?v=8BZguUEbQbM	607672	20284	PT34M6S	2261	https://www.asus.com/ru/Laptops/For-Home/ZenBook/ZenBook-Flip-S-UX371-11th-Gen-Intel/?utm_source=youtube&utm_medium=video&utm_campaign=21q1_review_ru_olga&utm_content=wylsacom_ux371	asus.com
Ho49LhotigY	Узнай больше про телематические технологии Hyundai:\n- Мобильное приложение Bluelink за 2 млн рублей: https://clck.ru/Vmdjf\n- Умный аксессуар к нему – новый Hyundai TUCSON: https://clck.ru/VmdkL\n- YouTube-канал Hyundai в России @HyundaiMotorCIS \n\n#HYUNDAIRUSSIA #TUCSON #ТУССАН #Активируйнастоящее #Bluelink\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-06-28	https://www.youtube.com/watch?v=Ho49LhotigY	404098	31158	PT13M47S	3592	https://www.hyundai.ru/Bluelink?utm_source=youtube&utm_campaign=dpg_2	"Obshchestvo s Ogranichennoj Otvetstvennostyu ""Khende Motor SNG"""
yIOkgMPJuKw	Узнать больше о пылесосе Dyson V12 можно по ссылке:\nV12 - https://clck.ru/WsMRR\nV15 – https://clck.ru/WsLuz\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2021-08-16	https://www.youtube.com/watch?v=yIOkgMPJuKw	289780	11574	PT11M54S	822	https://shop.dyson.ru/dyson-vacuums/cordless/v12-detect-slim-absolute-369524-01?utm_campaign=ru_ru_fc_fc-range_influencer_fc-range_fc-range_think_consideration_21q3_&utm_medium=referral&utm_source=youtube_blogger_wylsacom_v12_&utm_content=_	Dyson LLC
Sv2IXvH-e1g	Выиграть HUAWEI Watch 3 за 1 рубль: https://clck.ru/VwZCx\nУчастие в конкурсе в сообществе на сайте HUAWEI: https://consumer.huawei.com/ru/community/details/topicId_38133/\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-07-06	https://www.youtube.com/watch?v=Sv2IXvH-e1g	158897	8782	PT1H18M21S	428	https://shop.huawei.com/ru/watch.html?utm_source=Instagram&utm_medium=blogger_Wylsacom&utm_campaign=2021_q3_huaweiblogger_watch3	华为技术有限公司
qz2M5flfOGw	Мышь MX Master 3 для Mac: https://bit.ly/3D0V05d\nМышь MX Anywhere для Mac: https://bit.ly/2Y5n34c\nКлавиатура Logitech MX Keys: https://bit.ly/3a3L6TH\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-10-02	https://www.youtube.com/watch?v=qz2M5flfOGw	541823	21967	PT16M42S	1524	https://re-store.ru/catalog/910-005696/?utm_source=wylsa&utm_medium=mx_master_3&utm_campaign=logitech_promo	"LLC ""reStore"""
_qEE8wHqe9U	Выигрывайте HUAWEI MateBook 14 AMD за 1 рубль: https://clck.ru/YrcFj\nТолько для зрителей стрима купон на 5000 рублей на MateBook 14 AMD: AMB14LIVE\nВо время предзаказа действует скидка 7 000 рублей на ноутбук + планшет в подарок MatePad T 10 в подарок\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nПри поддержке Huawei Matebook 14 AMD	2021-11-16	https://www.youtube.com/watch?v=_qEE8wHqe9U	109508	4399	PT1H22M6S	249	https://consumer.huawei.com/ru/laptops/matebook-14-amd-2021/buy/?utm_source=youtube&utm_medium=blogger&utm_campaign=2021_q4_huaweisocial_matebook14amd_wylsacom	华为技术有限公司
_5QmL2uFQ6w	Серверы от Selectel на базе Intel® Xeon® для взрывного роста: https://slc.tl/Kwyd2\n\nДальше сам (Stand Up 2021) | Денис Чужой - https://youtu.be/xT-IxupQJyo \n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-12-09	https://www.youtube.com/watch?v=_5QmL2uFQ6w	237167	12500	PT15M58S	605	https://promo.selectel.ru/intelxeon?utm_source=youtube.com&utm_medium=referral&utm_campaign=Cloud_promo_intel_09122021_wylsacom_paid	Selectel, Co. Ltd.
BONDGhLlQU0	Узнать больше о медиаприставке SberBox Time -  https://bit.ly/3xYc9Ln\nСмотрите фильм «Engineering Joy: как создаются умные устройства с виртуальными ассистентами от Сбера» - https://bit.ly/3orpKro\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-12-06	https://www.youtube.com/watch?v=BONDGhLlQU0	266669	10858	PT20M38S	3280	https://sberdevices.ru/sberboxtime/?utm_campaign=sd_sberboxtime__dec21&utm_source=wylsa&utm_medium=pr&utm_content=___review__	"""Sberbank of Russia"" PJSC"
0MEbOMS7iCA	Разбавьте новогодний киномарафон просмотром бесплатных курсов — http://netolo.gy/htu.\nПо промокоду WYLSACOM скидка 45% на платные курсы Нетологии.\n\nКанал Антона «Давайте Разбираться»: https://www.youtube.com/channel/UCQU4CouaES6l-t9Llqzzt1A\nПодкаст «Теория Большой Бороды»: https://beardycast.com/category/podcast/tbbt/\n\nИнстаграм Ильи: https://www.instagram.com/jc_ru/\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2022-01-05	https://www.youtube.com/watch?v=0MEbOMS7iCA	339394	13723	PT15M20S	513	https://netology.ru/free-lessons/holidays-2021?utm_source=wylsacomjan&utm_medium=promo&utm_campaign=brand_all_oz_holidays21_youtube_wylsacomjan&utm_content=1012022	Netologiya, LLC
7TXDlGhjbJE	Ставь лукаса и не будь абобусом.\nПодписывай петицию чтоб Бабл Квас появился на iPhone и мы смогли элитно деградировать: https://chng.it/4yr4NVJdpJ\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom	2022-01-15	https://www.youtube.com/watch?v=7TXDlGhjbJE	484950	25214	PT10M3S	1357	https://www.change.org/p/ztep-gc-%D0%B4%D0%B0%D1%91%D1%88%D1%8C-%D0%B1%D0%B0%D0%B1%D0%BB-%D0%BA%D0%B2%D0%B0%D1%81-%D0%BD%D0%B0-ios/exp/cl_/cl_sharecopy_32042849_ru-RU/3/85514165?utm_content=cl_sharecopy_32042849_ru-RU%3A3&recruiter=85514165&utm_source=share_petition&utm_medium=copylink&utm_campaign=share_petition	Change.org
hqLby5Dmkxc	Ссылка на акцию: “СУПЕРКОМПЛЕКТ: Телевизор BRAVIA XR + Консоль PlayStation5 + 2 Игры + PS Plus на 12 месяцев” -  https://bit.ly/3EnCDrp\n\nКак выиграть Sony PlayStation 5 от Wylsacom:\n1. Подписаться на канал Wylsacom\n2. Оставить один комментарий\n3. Поставить лайк (опционально), но это дает +100 к удаче.\nИтоги до конца 2021 года.\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2021-12-24	https://www.youtube.com/watch?v=hqLby5Dmkxc	1271245	48146	PT20M24S	23874	https://store.sony.ru/promo/tv/bravia_ps5/?utm_source=youtube&utm_medium=pr&utm_campaign=bravia_xr_x90j&utm_content=wylsacom	Sony Electronics Joint Stock Company
GXUFJh4IfXI	МегаФон Плюс - четыре подписки по цене одной https://bit.ly/3eLDpnT\n\nОбзор Leica SL2-S на нашем сайте: https://wylsa.com/leica-sl2-s-review/\n\nФотограф Арсений Прусаков: https://www.instagram.com/arseniy_prusakov/\nМодель Мария Вера Ключникова: https://instagram.com/mariaverakey/\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-12-28	https://www.youtube.com/watch?v=GXUFJh4IfXI	360083	10880	PT15M21S	459	https://plus.megafon.ru/?utm_source=pr_youtube&utm_campaign=fed_flight_www-b2c_pr_megafon_plus&utm_medium=megafon-pr&utm_content=integration&utm_term=wylsacom_11	"PJSC ""MegaFon"""
y5l9oFYutgE	Купить роутер HUAWEI AX2: https://clck.ru/adp7C\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\n#HUAWEI #AX2\nРолик содержит рекламную интеграцию	2021-12-30	https://www.youtube.com/watch?v=y5l9oFYutgE	256941	6229	PT9M32S	500	https://consumer.huawei.com/ru/routers/ax2/buy/?utm_source=youtube&utm_medium=blogger&utm_campaign=2021_q4_huaweisocial_ax2_wylsacom	华为技术有限公司
ECIuPTxOm_E	МегаФон Плюс – 4 подписки по цене одной https://bit.ly/3qfOOBz\n\nЗаказать лучшую акустику Devialet себе под елку можно здесь: https://re-store.ru/search/?q=Devialet\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2021-12-22	https://www.youtube.com/watch?v=ECIuPTxOm_E	1851388	63507	PT18M22S	2272	https://plus.megafon.ru/?utm_source=pr_youtube&utm_campaign=fed_flight_www-b2c_pr_megafon_plus&utm_medium=megafon-pr&utm_content=integration&utm_term=wylsacom_10	"PJSC ""MegaFon"""
vMz0klMDzrY	Подробно о девайсах Logitech: https://bit.ly/3JjdiCF\n\nТвич Наташи - https://www.twitch.tv/gusenica_lo/\nЮтюб Наташи - https://www.youtube.com/c/NatashaSheliagina\nИнстаграм Наташи - https://www.instagram.com/gusenica_lo/ \nПатреон - https://www.patreon.com/gusenica_lo\nМузкультура - https://teleg.run/muzkultura \nПервая Прямая - https://teleg.run/prjamaja\n\n0:00 Всем джинглбелс \n0:21 Длинная фишка iPhone 15\n1:10 Неполноценный iPhone 14 \n2:11 Серьезный подход к Apple M2 \n2:37 Apple не может без Intel \n3:03 Маск против Apple VR\n6:05 Samsung откажется от Android \n7:05 Yandex для электрокаров \n8:01 Клубничка со вкусом \n9:18 Ноутбук с дыркой в важном месте \n10:21 Xiaomi 12 - HD ремастер Mi 6 \n12:32 Радиоактивный 5G оберег\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-12-26	https://www.youtube.com/watch?v=vMz0klMDzrY	391391	15604	PT13M28S	998	https://mxanywhere.logitech.promo/?utm_source=youtube_shelyagina&utm_medium=mx+keys+mini&utm_campaign=logitech_promo	logitech.promo
Vxhd1WhFkFA	Оформляйте предзаказ на HUAWEI P50 Pocket и получайте Watch GT 3 Pro в подарок: https://clck.ru/b3248 \n#HUAWEI #P50Pocket\n\nА так же открыт предзаказ на HUAWEI P50 Pro и Watch GT 3 в подарок: https://clck.ru/b325x\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2022-02-11	https://www.youtube.com/watch?v=Vxhd1WhFkFA	1422566	40861	PT12M4S	1941	https://consumer.huawei.com/ru/phones/p50-pocket/buy/?utm_medium=kol_wylsacom&utm_source=yt&utm_campaign=2021_q1_huaweisocial_p50pocket	华为技术有限公司
ypHjhTJihzA	Оформи подписку на iPhone 13 Pro со связью #БезПереплат и каждый год меняй смартфон на новый https://bit.ly/3oXnQP9\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2022-02-17	https://www.youtube.com/watch?v=ypHjhTJihzA	1543459	48872	PT16M52S	2078	https://tatarstan.shop.megafon.ru/?utm_source=pr_youtube&utm_medium=megafon-pr&utm_campaign=pr_podpiska-na-iphone-13_2022&utm_content=integration&utm_term=wylsacom	"PJSC ""MegaFon"""
Zyhed5TsuLc	Получите бесплатную консультацию и разверните гибкую инфраструктуру для вашего медиапроекта в Selectel: https://slc.tl/vum19\n\nКанал Антона «Давайте Разбираться»: https://www.youtube.com/channel/UCQU4CouaES6l-t9Llqzzt1A\nПодкаст «Теория Большой Бороды»: https://beardycast.com/category/podcast/tbbt/\nИнстаграм Ильи: https://www.instagram.com/jc_ru/\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2022-02-02	https://www.youtube.com/watch?v=Zyhed5TsuLc	172862	9840	PT15M58S	466	https://selectel.ru/solutions/media/?utm_source=wylsacom&utm_medium=referral&utm_campaign=brand_media-0122_020222_paid	Selectel, Co. Ltd.
TRghZ0S6YyU	Главный зомби-боевик 2022 года Dying Light 2: Stay Human уже доступен для всех платформ. Присоединяйся к миллионам игроков по всему миру - https://bit.ly/3I5OVaw\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2022-02-18	https://www.youtube.com/watch?v=TRghZ0S6YyU	504182	18496	PT21M28S	777	https://dyinglightgame.com/?utm_medium=entertainment&utm_source=wylsacom&utm_campaign=dl2_launch_ru&utm_content=video_60sec_buynow&utm_term=video	REDACTED FOR PRIVACY
